Date,Time,Tag ID,Species,Length,Capture Method,Marked At
7/31/2018,0 days 11:12:00,3D6.00184CB98C,MODU,187,Electro,U1
7/31/2018,0 days 11:16:00,3D6.00184CB97B,LEAU,86,Electro,U1
7/31/2018,0 days 11:16:00,3D6.00184CB945,LEAU,72,Electro,U1
7/31/2018,0 days 11:16:00,3D6.00184CB972,LEAU,95,Electro,U1
7/31/2018,0 days 11:17:00,3D6.00184CB93F,LEAU,80,Electro,U1
7/31/2018,0 days 11:17:00,3D6.00184CB98B,LEAU,105,Electro,U1
7/31/2018,0 days 11:19:00,3D6.00184CB93C,LEME,76,Electro,U1
7/31/2018,0 days 12:16:00,3D6.00184CB973,LEME,139,Electro,U2
7/31/2018,0 days 12:16:00,3D6.00184CB937,LEME,93,Electro,U2
7/31/2018,0 days 12:16:00,3D6.00184CB97C,LEME,89,Electro,U2
7/31/2018,0 days 12:17:00,3D6.00184CB974,LEME,127,Electro,U2
7/31/2018,0 days 12:17:00,3D6.00184CB93B,LEME,92,Electro,U2
7/31/2018,0 days 12:17:00,3D6.00184CB94D,LEME,74,Electro,U2
7/31/2018,0 days 12:18:00,3D6.00184CB94E,LEME,72,Electro,U2
7/31/2018,0 days 12:18:00,3D6.00184CB96C,LEME,87,Electro,U2
7/31/2018,0 days 12:18:00,3D6.00184CB930,LEME,66,Electro,U2
7/31/2018,0 days 12:20:00,3D6.00184CB94B,LEAU,103,Electro,U2
7/31/2018,0 days 12:21:00,3D6.00184CB98F,LEAU,131,Electro,U2
7/31/2018,0 days 12:21:00,3D6.00184CBA66,LEAU,113,Electro,U2
7/31/2018,0 days 12:22:00,3D6.00184CBA68,LEAU,80,Electro,U2
7/31/2018,0 days 12:22:00,3D6.00184CBAB0,LEAU,125,Electro,U2
7/31/2018,0 days 12:22:00,3D6.00184CBA70,LEAU,78,Electro,U2
7/31/2018,0 days 12:22:00,3D6.00184CBABC,LEAU,83,Electro,U2
7/31/2018,0 days 12:23:00,3D6.00184CBA98,LEAU,87,Electro,U2
7/31/2018,0 days 12:23:00,3D6.00184CBABB,LEAU,76,Electro,U2
7/31/2018,0 days 12:24:00,3D6.00184CBAB6,LEAU,96,Electro,U2
7/31/2018,0 days 12:37:00,3D6.00184CBAA2,LEME,62,Electro,U2
7/31/2018,0 days 12:38:00,3D6.00184CBA8A,LEME,73,Electro,U2
7/31/2018,0 days 12:38:00,3D6.00184CBA97,LEME,66,Electro,U2
7/31/2018,0 days 12:38:00,3D6.00184CBA89,MICO,91,Electro,U2
7/31/2018,0 days 12:39:00,3D6.00184CBA77,MICO,105,Electro,U2
7/31/2018,0 days 12:40:00,3D6.00184CBAA7,LEAU,74,Electro,U2
7/31/2018,0 days 12:40:00,3D6.00184CBA86,LEAU,67,Electro,U2
7/31/2018,0 days 12:41:00,3D6.00184CBA92,LEAU,85,Electro,U2
7/31/2018,0 days 12:41:00,3D6.00184CBA81,LEAU,76,Electro,U2
7/31/2018,0 days 12:41:00,3D6.00184CBA5D,LEAU,97,Electro,U2
7/31/2018,0 days 12:43:00,3D6.00184CBA7D,CAOL,104,Electro,U2
7/31/2018,0 days 12:43:00,3D6.00184CBA78,CAOL,85,Electro,U2
7/31/2018,0 days 13:03:00,3D6.00184CBA8C,MICO,88,Electro,U2
7/31/2018,0 days 13:05:00,3D6.00184CBA62,LEAU,130,Electro,U2
7/31/2018,0 days 13:06:00,3D6.00184CBA8E,LEAU,128,Electro,U2
7/31/2018,0 days 13:06:00,3D6.00184CBA65,LEAU,100,Electro,U2
7/31/2018,0 days 13:06:00,3D6.00184CBAAD,LEAU,98,Electro,U2
7/31/2018,0 days 13:07:00,3D6.00184CBAA1,LEAU,82,Electro,U2
7/31/2018,0 days 13:07:00,3D6.00184CBAAE,LEAU,69,Electro,U2
7/31/2018,0 days 13:07:00,3D6.00184CBAB2,LEAU,75,Electro,U2
7/31/2018,0 days 13:07:00,3D6.00184CBA6D,LEAU,70,Electro,U2
7/31/2018,0 days 13:07:00,3D6.00184CBA6F,LEAU,76,Electro,U2
7/31/2018,0 days 13:08:00,3D6.00184CBABD,LEAU,77,Electro,U2
7/31/2018,0 days 13:08:00,3D6.00184CBA71,LEME,68,Electro,U2
7/31/2018,0 days 12:47:00,3D6.00184CBA87,MICO,205,Electro,U2
7/31/2018,0 days 12:53:00,3D6.00184CBAA8,LEAU,93,Electro,U2
7/31/2018,0 days 12:54:00,3D6.00184CBA5F,LEAU,107,Electro,U2
7/31/2018,0 days 12:54:00,3D6.00184CBABA,LEAU,105,Electro,U2
7/31/2018,0 days 12:54:00,3D6.00184CBA96,LEAU,111,Electro,U2
7/31/2018,0 days 12:55:00,3D6.00184CBA6C,LEAU,130,Electro,U2
7/31/2018,0 days 12:55:00,3D6.00184CBAAB,LEAU,158,Electro,U2
7/31/2018,0 days 13:14:00,3D6.00184CBAB9,MODU,305,Electro,U3
7/31/2018,0 days 13:15:00,3D6.00184CBA7C,MODU,271,Electro,U3
7/31/2018,0 days 13:16:00,3D6.00184CBA74,LEME,98,Electro,U3
7/31/2018,0 days 13:16:00,3D6.00184CBA67,LEME,82,Electro,U3
7/31/2018,0 days 13:16:00,3D6.00184CBA9E,LEME,65,Electro,U3
7/31/2018,0 days 13:17:00,3D6.00184CBA9C,LEME,88,Electro,U3
7/31/2018,0 days 13:17:00,3D6.00184CBA6A,LEME,95,Electro,U3
7/31/2018,0 days 13:17:00,3D6.00184CBAA5,LEME,87,Electro,U3
7/31/2018,0 days 13:18:00,3D6.00184CBAA0,LEAU,138,Electro,U3
7/31/2018,0 days 13:19:00,3D6.00184CBA7E,LEAU,170,Electro,U3
7/31/2018,0 days 13:19:00,3D6.00184CBA5B,LEAU,111,Electro,U3
7/31/2018,0 days 13:19:00,3D6.00184CBAB1,LEAU,138,Electro,U3
7/31/2018,0 days 13:19:00,3D6.00184CBA82,LEAU,89,Electro,U3
7/31/2018,0 days 13:20:00,3D6.00184CBA94,LEAU,86,Electro,U3
7/31/2018,0 days 13:20:00,3D6.00184CBA5E,LEAU,104,Electro,U3
5/1/2019,0 days 13:32:00,3D6.00184CB992,CAOL,125,Fyke,U1
5/1/2019,0 days 13:36:00,3D6.00184CB9B2,LEAU,165,Fyke,U1
5/1/2019,0 days 13:36:00,3D6.00184CB9F2,CAOL,120,Fyke,U1
5/1/2019,0 days 14:34:00,3D6.00184CB9A7,MODU,580,Fyke,D1
5/1/2019,0 days 14:38:00,3D6.00184CB9CB,MODU,310,Fyke,D1
5/1/2019,0 days 14:39:00,3D6.00184CB9DF,MODU,340,Fyke,D1
5/1/2019,0 days 14:39:00,3D6.00184CB9D4,HYET,145,Fyke,D1
5/1/2019,0 days 14:40:00,3D6.00184CB994,HYET,135,Fyke,D1
5/1/2019,0 days 14:42:00,3D6.00184CB9DA,CAOL,165,Fyke,D1
5/1/2019,0 days 14:43:00,3D6.00184CB9B5,HYET,145,Fyke,D1
5/1/2019,0 days 14:43:00,3D6.00184CB9B9,HYET,155,Fyke,D1
5/1/2019,0 days 14:44:00,3D6.00184CB9F0,HYET,142,Fyke,D1
5/2/2019,0 days 14:32:00,3D6.00184CB9C7,HYET,144,Fyke,D1
5/2/2019,0 days 14:32:00,3D6.00184CB9F4,HYET,145,Fyke,D1
5/2/2019,0 days 14:39:00,3D6.00184CB9C9,MODU,353,Fyke,D1
5/2/2019,0 days 14:42:00,3D6.00184CB9AD,CAOL,127,Fyke,D1
5/2/2019,0 days 14:43:00,3D6.00184CB996,CAOL,114,Fyke,D1
5/2/2019,0 days 14:43:00,3D6.00184CB9CC,CAOL,116,Fyke,D1
5/2/2019,0 days 14:43:00,3D6.00184CB9DE,CAOL,113,Fyke,D1
5/2/2019,0 days 14:45:00,3D6.00184CB9C5,CAOL,112,Fyke,D1
5/2/2019,0 days 14:45:00,3D6.00184CB9ED,CAOL,106,Fyke,D1
5/2/2019,0 days 14:46:00,3D6.00184CB9B0,CAOL,103,Fyke,D1
5/2/2019,0 days 14:50:00,3D6.00184CB9C4,HYET,144,Fyke,D1
5/2/2019,0 days 14:50:00,3D6.00184CB9B1,HYET,159,Fyke,D1
5/2/2019,0 days 14:51:00,3D6.00184CB99D,HYET,139,Fyke,D1
5/2/2019,0 days 14:52:00,3D6.00184CB9F5,LEAU,82,Fyke,D1
5/2/2019,0 days 15:12:00,3D6.00184CB9D0,HYET,148,Fyke,D1
5/2/2019,0 days 15:13:00,3D6.00184CB9DB,HYET,77,Fyke,D1
5/28/2019,0 days 11:38:00,3D6.00184CB9E3,MICO,150,Electro,D1
5/28/2019,0 days 11:38:00,3D6.00184CB9F3,MICO,86,Electro,D1
5/28/2019,0 days 11:39:00,3D6.00184CB9F1,MICO,140,Electro,D1
5/28/2019,0 days 11:42:00,3D6.00184CB997,CAOL,122,Electro,D1
5/28/2019,0 days 11:43:00,3D6.00184CB9C8,HYET,91,Electro,D1
5/28/2019,0 days 11:44:00,3D6.00184CB99E,HYET,95,Electro,D1
5/28/2019,0 days 11:46:00,3D6.00184CB9B7,LEAU,93,Electro,D1
5/28/2019,0 days 11:46:00,3D6.00184CB9C3,LEAU,85,Electro,D1
5/28/2019,0 days 11:47:00,3D6.00184CB9D8,LEME,79,Electro,D1
5/28/2019,0 days 11:54:00,3D6.00184CB9AC,MODU,175,Electro,D1
5/28/2019,0 days 11:57:00,3D6.00184CB9C0,LEAU,180,Electro,D1
5/28/2019,0 days 11:58:00,3D6.00184CB9EB,LEAU,161,Electro,D1
5/28/2019,0 days 11:59:00,3D6.00184CB9B3,LEAU,159,Electro,D1
5/28/2019,0 days 12:01:00,3D6.00184CB9BF,LEAU,81,Electro,D1
5/28/2019,0 days 12:01:00,3D6.00184CB995,LEAU,77,Electro,D1
5/28/2019,0 days 12:02:00,3D6.00184CB9BC,LEAU,93,Electro,D1
5/28/2019,0 days 12:02:00,3D6.00184CB9B4,LEAU,86,Electro,D1
5/28/2019,0 days 12:02:00,3D6.00184CB9E4,LEAU,85,Electro,D1
5/28/2019,0 days 12:03:00,3D6.00184CB9CE,LEAU,77,Electro,D1
5/28/2019,0 days 12:03:00,3D6.00184CB9D5,LEME,77,Electro,D1
5/28/2019,0 days 12:04:00,3D6.00184CB9A0,LEME,80,Electro,D1
5/28/2019,0 days 12:04:00,3D6.00184CB9A5,LEME,94,Electro,D1
5/28/2019,0 days 12:04:00,3D6.00184CB9A6,LEAU,78,Electro,D1
5/28/2019,0 days 12:13:00,3D6.00184CB998,CAOL,152,Electro,D1
5/28/2019,0 days 12:14:00,3D6.00184CB9BE,CAOL,144,Electro,D1
5/28/2019,0 days 12:15:00,3D6.00184CB9D2,MICO,188,Electro,D1
5/28/2019,0 days 12:15:00,3D6.00184CB9A4,MODU,104,Electro,D1
5/28/2019,0 days 12:15:00,3D6.00184CB9A1,MICO,79,Electro,D1
5/28/2019,0 days 12:16:00,3D6.00184CB9CA,MICO,125,Electro,D1
5/28/2019,0 days 12:17:00,3D6.00184CB9EE,LEME,90,Electro,D1
5/28/2019,0 days 12:17:00,3D6.00184CB9AB,LEME,77,Electro,D1
5/28/2019,0 days 12:18:00,3D6.00184CB9D3,LEME,92,Electro,D1
5/28/2019,0 days 12:18:00,3D6.00184CB99F,LEME,90,Electro,D1
5/28/2019,0 days 12:18:00,3D6.1D59672CC2,LEME,97,Electro,D1
5/28/2019,0 days 12:20:00,3D6.1D59672D1A,LEAU,131,Electro,D1
5/28/2019,0 days 12:20:00,3D6.1D59672CEE,LEAU,115,Electro,D1
5/28/2019,0 days 12:20:00,3D6.1D59672D08,LEAU,77,Electro,D1
5/28/2019,0 days 12:21:00,3D6.1D59672CCA,LEAU,100,Electro,D1
5/28/2019,0 days 12:21:00,3D6.1D59672CD8,LEAU,80,Electro,D1
5/28/2019,0 days 12:21:00,3D6.1D59672D23,LEAU,104,Electro,D1
5/28/2019,0 days 12:22:00,3D6.1D59672CE6,LEAU,80,Electro,D1
5/28/2019,0 days 12:22:00,3D6.1D59672CF4,LEAU,95,Electro,D1
5/28/2019,0 days 12:22:00,3D6.1D59672D11,LEAU,86,Electro,D1
5/28/2019,0 days 12:49:00,3D6.1D59672D1F,LEME,84,Electro,U1
5/28/2019,0 days 12:50:00,3D6.1D59672D0B,LEME,77,Electro,U1
5/28/2019,0 days 12:50:00,3D6.1D59672D1E,LEAU,82,Electro,U1
5/28/2019,0 days 12:51:00,3D6.1D59672CE2,LEAU,190,Electro,U1
5/28/2019,0 days 13:27:00,3D6.1D59672CED,MODU,295,Electro,U1
5/28/2019,0 days 13:27:00,3D6.1D59672CC9,LEME,111,Electro,U1
5/28/2019,0 days 13:28:00,3D6.1D59672D00,LEME,91,Electro,U1
5/28/2019,0 days 13:28:00,3D6.1D59672D14,LEME,90,Electro,U1
5/28/2019,0 days 13:28:00,3D6.1D59672D03,LEME,80,Electro,U1
5/28/2019,0 days 13:30:00,3D6.1D59672CE5,LEAU,170,Electro,U1
5/28/2019,0 days 13:30:00,3D6.1D59672CF7,LEAU,185,Electro,U1
5/28/2019,0 days 13:31:00,3D6.1D59672CCE,LEAU,139,Electro,U1
5/28/2019,0 days 13:31:00,3D6.1D59672CF0,LEAU,94,Electro,U1
5/28/2019,0 days 13:31:00,3D6.1D59672CD4,LEAU,114,Electro,U1
5/28/2019,0 days 13:32:00,3D6.1D59672D0A,LEAU,95,Electro,U1
5/28/2019,0 days 13:32:00,3D6.1D59672CD6,LEAU,93,Electro,U1
5/28/2019,0 days 13:32:00,3D6.1D59672CFC,LEAU,84,Electro,U1
5/28/2019,0 days 14:03:00,3D6.00184CE0A1,MICO,119,Electro,U2
5/28/2019,0 days 14:03:00,3D6.00184CE047,MICO,124,Electro,U2
5/28/2019,0 days 14:04:00,3D6.00184CE089,HYEY,132,Electro,U2
5/28/2019,0 days 14:06:00,3D6.00184CE097,LEAU,88,Electro,U2
5/28/2019,0 days 14:07:00,3D6.00184CE088,LEAU,99,Electro,U2
5/28/2019,0 days 14:07:00,3D6.00184CE061,LEAU,75,Electro,U2
5/28/2019,0 days 14:08:00,3D6.00184CE07C,LEAU,69,Electro,U2
5/28/2019,0 days 14:08:00,3D6.00184CE083,LEAU,104,Electro,U2
5/28/2019,0 days 14:18:00,3D6.00184CE079,LEAU,125,Electro,U2
5/28/2019,0 days 14:19:00,3D6.00184CE048,HYET,75,Electro,U2
5/28/2019,0 days 14:22:00,3D6.00184CBA60,LEAU,75,Electro,U2
5/28/2019,0 days 14:23:00,3D6.00184CE08D,LEAU,89,Electro,U2
6/19/2019,0 days 10:14:00,3D6.00184CB9AF,MODU,305,Electro,U1
6/19/2019,0 days 10:17:00,3D6.1D59672D07,MODU,310,Electro,U1
6/19/2019,0 days 10:18:00,3D6.1D59672CDB,MODU,231,Electro,U1
6/19/2019,0 days 10:18:00,3D6.1D59672CF3,MODU,302,Electro,U1
6/19/2019,0 days 10:19:00,3D6.1D59672CC8,HYET,145,Electro,U1
6/19/2019,0 days 10:20:00,3D6.1D59672CFB,HYET,171,Electro,U1
6/19/2019,0 days 10:21:00,3D6.1D59672CC1,HYET,146,Electro,U1
6/19/2019,0 days 10:21:00,3D6.1D59672CD1,LEME,125,Electro,U1
6/19/2019,0 days 10:23:00,3D6.1D59672D13,LEAU,160,Electro,U1
6/19/2019,0 days 10:25:00,3D6.1D59672CDF,LEAU,84,Electro,U1
6/19/2019,0 days 10:25:00,3D6.1D59672CCD,LEAU,126,Electro,U1
6/19/2019,0 days 10:25:00,3D6.1D59672D04,LEAU,90,Electro,U1
6/19/2019,0 days 10:26:00,3D6.1D59672CFD,LEAU,105,Electro,U1
6/19/2019,0 days 10:27:00,3D6.00184CE05F,LEAU,75,Electro,U1
6/19/2019,0 days 10:27:00,3D6.00184CE07D,LEAU,85,Electro,U1
6/19/2019,0 days 10:28:00,3D6.00184CE052,LEAU,87,Electro,U1
6/19/2019,0 days 10:36:00,3D6.00184CE049,CAOL,105,Electro,U1
6/19/2019,0 days 10:57:00,3D6.00184CE074,HYET,96,Electro,U1
6/19/2019,0 days 10:57:00,3D6.00184CE08C,HYET,110,Electro,U1
6/19/2019,0 days 10:57:00,3D6.00184CE0A0,CAOL,85,Electro,U1
6/19/2019,0 days 10:58:00,3D6.00184CE042,CAOL,69,Electro,U1
6/19/2019,0 days 10:58:00,3D6.00184CE08E,CAOL,70,Electro,U1
6/19/2019,0 days 11:28:00,3D6.00184CE095,CAOL,66,Electro,U2
6/19/2019,0 days 11:29:00,3D6.00184CE04B,MODU,90,Electro,U2
6/19/2019,0 days 11:29:00,3D6.00184CE065,MODU,99,Electro,U2
6/19/2019,0 days 11:31:00,3D6.00184CE091,HYET,89,Electro,U2
6/19/2019,0 days 11:31:00,3D6.00184CE09D,HYET,100,Electro,U2
6/19/2019,0 days 11:32:00,3D6.00184CE050,HYET,99,Electro,U2
6/19/2019,0 days 11:32:00,3D6.00184CE06C,HYET,88,Electro,U2
6/19/2019,0 days 11:32:00,3D6.00184CE08F,HYET,104,Electro,U2
6/19/2019,0 days 11:32:00,3D6.00184CE067,HYET,93,Electro,U2
6/19/2019,0 days 11:33:00,3D6.00184CE077,HYET,141,Electro,U2
6/19/2019,0 days 11:33:00,3D6.00184CE092,HYET,88,Electro,U2
6/19/2019,0 days 11:33:00,3D6.00184CE046,HYET,145,Electro,U2
6/19/2019,0 days 11:41:00,3D6.00184CE05C,MICO,79,Electro,U2
6/19/2019,0 days 11:42:00,3D6.00184CE06A,MICO,95,Electro,U2
6/19/2019,0 days 11:42:00,3D6.00184CE09A,MICO,81,Electro,U2
6/19/2019,0 days 11:42:00,3D6.00184CE072,MICO,83,Electro,U2
6/19/2019,0 days 11:43:00,3D6.00184CE087,MICO,87,Electro,U2
6/19/2019,0 days 11:44:00,3D6.00184CE085,MICO,78,Electro,U2
6/19/2019,0 days 11:46:00,3D6.00184CE044,LEME,80,Electro,U2
6/19/2019,0 days 11:44:00,3D6.00184CE08B,LEME,78,Electro,U2
6/19/2019,0 days 11:46:00,3D6.00184CE07A,LEAU,68,Electro,U2
6/19/2019,0 days 11:47:00,3D6.00184CE094,LEAU,82,Electro,U2
6/19/2019,0 days 11:48:00,3D6.00184CE086,LEAU,74,Electro,U2
6/19/2019,0 days 11:48:00,3D6.00184CE073,LEAU,104,Electro,U2
6/19/2019,0 days 11:48:00,3D6.00184CE058,LEAU,109,Electro,U2
6/19/2019,0 days 11:49:00,3D6.00184CE096,LEAU,92,Electro,U2
6/19/2019,0 days 11:52:00,3D6.00184CE076,LEAU,90,Electro,U2
6/19/2019,0 days 11:52:00,3D6.00184CE04C,LEAU,92,Electro,U2
6/19/2019,0 days 11:52:00,3D6.00184CE043,LEAU,116,Electro,U2
6/19/2019,0 days 11:53:00,3D6.00184CE06F,LEAU,103,Electro,U2
6/19/2019,0 days 11:53:00,3D6.00184CE098,LEAU,130,Electro,U2
6/19/2019,0 days 11:55:00,3D6.00184CE068,LEAU,84,Electro,U2
6/19/2019,0 days 11:55:00,3D6.00184CE075,LEAU,103,Electro,U2
6/19/2019,0 days 11:56:00,3D6.00184CE09B,LEAU,78,Electro,U2
6/19/2019,0 days 11:56:00,3D6.00184CE05D,LEAU,83,Electro,U2
6/19/2019,0 days 11:57:00,3D6.00184CE078,LEAU,164,Electro,U2
6/19/2019,0 days 12:08:00,3D6.00184CE045,CAOL,81,Electro,U2
6/19/2019,0 days 12:26:00,3D6.00184CE03E,MICO,80,Electro,U2
6/19/2019,0 days 12:27:00,3D6.00184CE071,MICO,87,Electro,U2
6/19/2019,0 days 12:28:00,3D6.00184CE057,MICO,174,Electro,U2
6/19/2019,0 days 12:28:00,3D6.00184CE09E,LEAU,66,Electro,U2
6/19/2019,0 days 12:29:00,3D6.00184CE06B,LEAU,145,Electro,U2
6/19/2019,0 days 12:31:00,3D6.00184CE06D,HYET,101,Electro,U2
6/19/2019,0 days 12:32:00,3D6.00184CE07E,CAOL,76,Electro,U2
6/19/2019,0 days 12:50:00,3D6.00184CE070,HYET,100,Electro,U2
6/19/2019,0 days 12:51:00,3D6.00184CE059,HYET,97,Electro,U2
6/19/2019,0 days 12:51:00,3D6.00184CE05B,HYET,106,Electro,U2
6/19/2019,0 days 12:51:00,3D6.00184CE060,HYET,90,Electro,U2
6/19/2019,0 days 12:51:00,3D6.00184CE03F,HYET,90,Electro,U2
6/19/2019,0 days 12:52:00,3D6.00184CE053,HYET,89,Electro,U2
6/19/2019,0 days 12:53:00,3D6.00184CE082,CAOL,78,Electro,U2
6/19/2019,0 days 12:54:00,3D6.00184CE081,CAOL,72,Electro,U2
6/19/2019,0 days 12:54:00,3D6.00184CE093,CAOL,84,Electro,U2
6/19/2019,0 days 12:54:00,3D6.00184CE056,CAOL,81,Electro,U2
6/19/2019,0 days 12:55:00,3D6.00184CE084,CAOL,70,Electro,U2
6/19/2019,0 days 12:56:00,3D6.00184CE062,CAOL,72,Electro,U2
6/19/2019,0 days 12:57:00,3D6.00184CE04E,CAOL,73,Electro,U2
6/19/2019,0 days 12:57:00,3D6.00184CE064,CAOL,70,Electro,U2
6/19/2019,0 days 12:58:00,3D6.00184CE069,CAOL,66,Electro,U2
6/19/2019,0 days 12:58:00,3D6.00184CE055,CAOL,61,Electro,U2
6/19/2019,0 days 12:58:00,3D6.00184CE066,CAOL,62,Electro,U2
6/19/2019,0 days 13:12:00,3D6.00184CE07F,MICO,190,Electro,U2
6/19/2019,0 days 13:12:00,3D6.00184CE099,MICO,147,Electro,U2
6/19/2019,0 days 13:12:00,3D6.00184CE05A,CAOL,80,Electro,U2
6/19/2019,0 days 13:28:00,3D6.00184CBA95,MICO,155,Electro,U3
6/19/2019,0 days 13:29:00,3D6.00184CE09C,LEAU,84,Electro,U3
6/19/2019,0 days 13:30:00,3D6.00184CE09F,LEAU,93,Electro,U3
6/19/2019,0 days 13:30:00,3D6.00184CE08A,LEAU,94,Electro,U3
6/19/2019,0 days 13:30:00,3D6.00184CE040,LEAU,64,Electro,U3
6/19/2019,0 days 13:31:00,3D6.00184CE06E,CAOL,97,Electro,U3
6/19/2019,0 days 13:32:00,3D6.00184CE04A,CAOL,125,Electro,U3
6/19/2019,0 days 13:32:00,3D6.00184CE04D,CAOL,86,Electro,U3
6/19/2019,0 days 13:33:00,3D6.00184CE080,CAOL,75,Electro,U3
6/19/2019,0 days 13:33:00,3D6.00184CE041,CAOL,73,Electro,U3
6/19/2019,0 days 13:51:00,3D6.00184CBAA3,HYET,174,Electro,U3
6/19/2019,0 days 13:53:00,3D6.00184CE063,MICO,179,Electro,U3
6/19/2019,0 days 13:54:00,3D6.00184CE054,HYET,185,Electro,U3
6/19/2019,0 days 13:55:00,3D6.00184CE07B,LEME,110,Electro,U3
6/19/2019,0 days 13:56:00,3D6.00184CE051,LEME,85,Electro,U3
6/19/2019,0 days 13:57:00,3D6.00184CE04F,LEME,83,Electro,U3
4/11/2019,0 days 13:36:00,3D6.00184CB99A,MICO,265,Fyke,U1
4/11/2019,0 days 13:38:00,3D6.00184CB9E5,LEAU,180,Fyke,U1
4/11/2019,0 days 13:40:00,3D6.00184CB9BB,MODU,281,Fyke,U1
4/11/2019,0 days 13:41:00,3D6.00184CB9E2,MODU,300,Fyke,U1
4/11/2019,0 days 13:44:00,3D6.00184CB9E7,MODU,450,Fyke,U1
4/11/2019,0 days 13:49:00,3D6.00184CB9CD,MODU,331,Fyke,U1
4/11/2019,0 days 13:50:00,3D6.00184CB99C,MODU,340,Fyke,U1
4/11/2019,0 days 13:53:00,3D6.00184CB9AE,MODU,520,Fyke,U1
4/11/2019,0 days 13:54:00,3D6.00184CB9DD,MODU,533,Fyke,U1
4/11/2019,0 days 14:30:00,3D6.00184CE0AB,MODU,192,Fyke,D1
4/11/2019,0 days 14:30:00,3D6.00184CE0C1,MODU,213,Fyke,D1
4/11/2019,0 days 14:30:00,3D6.00184CE0A8,MICO,,Fyke,D1
4/11/2019,0 days 14:35:00,3D6.00184CB9B6,MICO,242,Fyke,D1
4/11/2019,0 days 14:39:00,3D6.00184CB9E9,LEAU,115,Fyke,D1
4/11/2019,0 days 14:40:00,3D6.00184CB99B,MICO,207,Fyke,D1
4/11/2019,0 days 14:46:00,3D6.00184CB9BA,HYET,154,Fyke,D1
4/11/2019,0 days 14:46:00,3D6.00184CB9C6,HYET,174,Fyke,D1
4/11/2019,0 days 14:49:00,3D6.00184CB9EA,HYET,144,Fyke,D1
4/11/2019,0 days 14:51:00,3D6.00184CB9DC,MODU,281,Fyke,D1
4/11/2019,0 days 14:51:00,3D6.00184CB9AA,MODU,340,Fyke,D1
4/11/2019,0 days 14:53:00,3D6.00184CB9D9,MODU,250,Fyke,D1
4/11/2019,0 days 14:54:00,3D6.00184CB9E6,MODU,345,Fyke,D1
4/11/2019,0 days 14:55:00,3D6.00184CB9C1,MODU,286,Fyke,D1
4/11/2019,0 days 14:57:00,3D6.00184CB9CF,MODU,355,Fyke,D1
4/12/2019,0 days 13:44:00,3D6.00184CB9A8,MODU,341,Fyke,D1
4/12/2019,0 days 13:46:00,3D6.00184CB9A2,MODU,380,Fyke,D1
4/12/2019,0 days 14:42:00,3D6.00184CB9BD,HYET,147,Fyke,D1
4/12/2019,0 days 14:45:00,3D6.00184CB9D1,LEAU,172,Fyke,D1
4/12/2019,0 days 14:46:00,3D6.00184CB993,LEAU,164,Fyke,D1
4/12/2019,0 days 14:47:00,3D6.00184CB9E1,LEAU,143,Fyke,D1
4/12/2019,0 days 14:47:00,3D6.00184CB9EF,MICO,134,Fyke,D1
4/12/2019,0 days 14:48:00,3D6.00184CB9EC,MICO,213,Fyke,D1
4/12/2019,0 days 14:50:00,3D6.00184CB9A3,MODU,340,Fyke,D1
